urdu_stories
""
,وہ اج بہت خوش تھا جتنا کوئی بھی دولہا اپنے نکاح پر ہو سکتا ہے- اور پھر اس کی بیوی بھی تو اس کی من پسند تھی- گاؤں کی ہیر وہ لے کر اڑا تھا اور دوست اس کی قسمت پر رشک کر رہے تھے سکول جاتی وہ نازک کلی نظروں کو ایسا بھائی، کہ اس کی دنیا ہی الٹ پلٹ ہو گئی- پھر علی کے رشتے سے بھلا کس کو انکار تھا – اکلوتا بیٹا نہ کوئی اگے نہ ہی کوئی پیچھے- آلوؤں کے چپس کی ریڑھی لگاتا تھا- اس پر شکل بھی اس کی کافی اچھی تھی- عمر 27 سال تھی پری گل سے 10 سال بڑا تھا -لیکن کیا ہوا یہ تو معمولی بات تھی -اور پھر بھلا پری گل کی ماں کو کیا اعتراض ہو سکتا تھا ساتھ سلیں تھیں سینے پر رکھی ہوئی- ایک تو بوجھ کم ہوتا، جھٹ ہاں کر دی ایسا واویلا مچایا کہ ہفتے کے اندر رخصتی کر کے بیاہ دی – میدے اور صندور جیسی رنگت بڑی سیاہ انکھوں پر پری گل کا ملکوتی حسن، تو اج پریوں کو بھی مات دے رہا تھا- بوسکی کی قمیض، گلے میں اجرک ڈالے بڑی بڑی مونچھوں کو بل دیتا علی، دوستوں کے نرغے میں فخریہ سینہ تان کر بیٹھا تھا – یارو ویسے بھابی ہے بڑی خوبصورت، ایک نے کندھے پر ہاتھ مار کر اپنے ہی انداز میں سراہا – اور مونچھوں تلے لب جیسے کھل اٹھے – لیکن اب تمہیں بہت محتاط رہنا ہوگا – سوہنی کڑیاں بڑی اڑیل ہوتی ہیں، یہ کوئی جل ککڑا تھا – اور بے وفا بھی تیسرا دوست با اواز بلند بولا – میں تو کہتا ہوں پہلے دن سے ہی قابو میں رکھنا، اگر ذرا سر چڑھ گئی تو پھر تم ساری زندگی سر پکڑ کر رو گے – پہلے نے مزید سمجھایا – اوئے پتہ ہے تمہیں ایسا بھی زن مرید نہیں ہوں میں ،علی بد مزا سا ہو کر وہاں سے اٹھا- لیکن پری گل پر نظر پڑتے ہی اس کا سارا زوم بھک سے اڑ گیا- بھلا اس کم عمر حسینہ کو وہ اپنے قابو میں کیسے رکھ پائے گا- نئی نویلی دلہن کی طرح کسی نے اس کے نخرے نہیں اٹھائے تھے -اگلے ہی دن اس نے سارا کام کاج گھر کا سنبھال لیا- ڈری سہمی سی وہ سارا دن کاموں میں الجھی رہتی تھی- علی کا حکم تھا کہ اسے کبھی بیکار بیٹھی نظر نہ ائے -گھر سارا شیشے کی طرح چمکتا رہنا چاہیے -علی کو ڈھونڈنے سے بھی کہیں دھول مٹی نہ ملی -وہ ہر وقت خود بھی تیار رہتی- کچھ دنوں تک تو علی اس کے معمولات کا جائزہ لیتا رہا -اس کے بعد اسے اندازہ ہوا کہ یہ بہت سیدھی اور معصوم ہے – ڈھونڈنے سے بھی اسے کوئی اس میں نقص دکھائی نہ دیا اور پھر اسے اچھا کھانا بھی بنا کر کھلا دیتی تھی- مگر وہ خود سے ہی کھانے میں خرابیاں نکالنے لگا- نمک تیز ہے تمہارا دھیان کہاں تھا؟ جس پر وہ کہنے لگی کہ میں محلے کی لڑکی سے باتیں کر رہی تھی – وہ بگڑ جاتا کہ اخر وہ تمہارے پاس کیوں ائی تھی- ویسے ہی ملنے ائی تھی- وہ تھوک نکلتے ہوئے بمشکل بولی- دوبارہ محلے میں سے کسی کے گھر تمہیں اتا جاتا نہ دیکھوں -یہ عجیب پابندی تھی-اخر یہ علی اس سے کیا چاہتا تھا؟ وہ گھر میں چاٹ سموسے اور ڈھیروں نمکو لے کر اتا – ٹی وی کو سامنے بیٹھ کر کھاتا – لیکن اسے بچا کچا ملتا- یہ کیسی زندگی تھی-ایک روز اس کے سامنے جا کھڑی ہوئی مجھے ایک طوطا چاہیے- جس کو سیٹی بجانا اتا ہو اور باتیں کرتا ہو- وہ پہلی بار اس سے فرمائش کر رہی تھی اور وہ بھی ایک پرندے کی علی کا دماغ گھوم گیا- ہاں مجھے بس چاہیے وہ ضد پن سے بولی – علی نے گھما کر اسے ایک تھپڑ رسید کیا – دوبارہ اس لہجے میں مجھ سے بات کی تو میں تمہاری زبان کھینچ لوں گا – اور گھورتے ہوئے گھر سے نکل گیا – اور وہ رات گئے تک روتی رہی- علی کی نظروں میں بار بار اس کا رویا ہوا چہرہ گھومتا رہا- اور اسے ایک ہی سوال پریشان کر رہا تھا، اب اسے میرے سوا کسی اور کی ضرورت محسوس ہونے لگی ہے- وہ میرے سوا کسی اور کو سوچنے لگی ہے مگر کیوں ؟ وہ علی سے ڈرنے لگی تھی اس کی موجودگی میں سہمی رہتی – اور وہ خوش تھا کہ وہ اس پر اپنا رعب جمانے میں کامیاب ہو چکا تھا- لیکن وہ نہیں جانتا تھا کہ اس کوشش میں وہ اس سے کتنا دور جا چکی تھی- اور اب تو وہ اس کے سامنے سے بھی کترانے لگی تھی- پھر ایک روز علی نے عجیب منظر دیکھا وہ جیسے ہی گلی کا موڑ مڑا- اس نے اپنے چوبارے پر پری گل کو کھڑے دیکھا وہ نہ صرف کھڑی تھی- بلکہ ساتھ والے گھر کی منڈیر پر جھکی اشاروں میں کچھ بات بھی کر رہی تھی- یہ دیکھتے ہی اس کا دماغ گھوم گیا- تو اب اس نے چوری چھپے دوستیاں کر لی ہیں- تو کچھ دیر وہیں رکا رہا- اور پھر اس کے نیچے اترنے کا انتظار کرنے لگا- جب اسے یقین ہو گیا کہ وہ گھر میں- ا چکی ہوگی تو گھر کے اندر داخل ہوا -کھانا کھاتے ہوئے اس نے پری گل سے تمام دن کی روداد پوچھ ڈالی – تو وہ رٹو طوطے کی طرح اپنے کاموں کی فہرست گنوانے لگی -وہ منتظر تھا کہ وہ بتائے گی کہ وہ چھت پر کس کام سے گئی تھی- مگر پری گل نے اس بات کو چھپا لیا تھا اسے یقین ہو گیا کہ پری گل اتنی سیدھی نہیں ،جتنا وہ اسے سمجھ بیٹھا تھا- کچھ روز بعد اس نے رنگے ہاتھوں پری گل کو سیڑھیاں اترتے دیکھ لیا- وہ اپنے ہاتھ کے پیچھے کچھ چھپا رہی تھی- اور علی کو اپنے سامنے دیکھ کر تو گویا اس کی رنگت فق ہو گئی- کہاں سے ا رہی ہو اور یہ کیا چھپایا ہوا ہے- جب اس نے گھوم کر دیکھا تو اس کے ہاتھ میں ایک رسالہ تھا -علی نے الٹ پلٹ کر دیکھا اور پھاڑ کر رسالے کو کوڑے دا ن میں پھینک دیا- اس کا بس نہ چل رہا تھا کہ وہ پری گل کا حشر کر دیتا – پری گل ساری رات کانپتی رہی اور وہ اپنے ضبط کو ازماتا ہوا گھر سے باہر نکل گیا – اج کے بعد میری غیر موجودگی میں تم کسی سے ملی تو تمہاری ٹانگیں توڑ دوں گا – یہ محض اسے دھمکا ہی سکا اتنی نازک سی تو وہ تھی ایک بار اس پر ہاتھ اٹھانے کا دکھ جو اسے لگا تھا، وہ یہ دکھ دوبارہ اٹھانا نہیں چاہتا تھا- پری گل کی حرکتیں دن بدن ناقابل برداشت ہوتی جا رہی تھی محلے کی لڑکیاں اس کی غیر موجودگی میں گھر انے لگی- وہ اس سے اتنا ڈرتی تھی، لیکن پھر بھی نافرمانی سے باز نہ اتی تھی- اج بھی یہ ایک ایسا ہی دن تھا گاؤں میں میلہ لگا تھا -ساری لڑکیوں نے مل کر پری گل کے گھر پر دھاوا بول دیا- اپنی ساری سہیلیوں میں وہ اکیلی شادی شدہ تھی -اس کے پاس میک اپ کا سامان تھا زیورات تھے – رنگ برنگے کپڑے تھے- بس یہی کشش ان کو بھری دوپہر میں اس کے گھر کھینچ لایا کرتی تھی -وہ ساری ایک دوسرے کو سجاتے ہوئے کہہ رہی تھی کہ پری گل اتنی اداس کیوں ہوں؟ ارے اسے یہ فکر ہے کہ کہیں سلطان راہی نہ اجائے – وہ نہیں ائے گا اج بھائی بتا رہا تھا کہ اس نے علی کو دوستوں کے ساتھ شہر جاتے دیکھا ہے- تبھی تو ہم ائے ہیں ،مریم نے جیسے اپنی سہیلی کی تسلی کرائی -نہیں ایسی کوئی بات نہیں بس میرا دل میلے میں جانے کو چاہ رہا تھا- اس کا چہرہ اتر گیا -تو چلو واپسی پر تمہیں گھر چھوڑ دیں گے- سب کے اصرار پر وہ تیار ہو گئی -بہت مزہ ائے گا اور شہر گیا علی تو رات گئے واپس ا جائے گا- لیکن ہم تو گھنٹے میں ہی گھوم کر واپس ائیں گی- لیکن میلے میں گھومتے ہوئے انہیں چار گھنٹے لگ گئے – گھر اتے ہوئے وہ ڈر رہی تھی- لیکن دوست نے ہمت بنائی کہ علی سے ڈرنے کی ضرورت نہیں- اس کا مقابلہ کرنا زیادہ سے زیادہ یہ ہوگا کہ وہ تمہیں گھر بھجوا دے گا -تو ایسے ڈر کر جینے سے کیا فائدہ تمہیں اپنی مرضی سے رہنے کا حق حاصل ہے- ان کا یہ سارا لیکچر سن کر جب وہ گھر میں داخل ہوئی -تو علی کو صحن میں ٹہلتے ہوئے پایا -وہ اسی کا انتظار کر رہا تھا- مضبوط قدموں سے چلتی اس کے سامنے کھڑی ہو گئی- اور وہ ٹھان کر ائی تھی کہ انچ نہیں ڈرے گی- کہاں سے ا رہی ہو تم؟ سوال حسب توقع تھا- میلے میں گئی تھی -اس نے بھی انکھوں میں انکھیں ڈال کر بے خوفی سے کہا -علی نے حیرت سے اس کی انکھوں میں اتری بغاوت کو دیکھا- اور کہنے لگا کہ میں تم پر ہاتھ نہیں اٹھانا چاہتا تھا- اور اسے چھوڑنا اس کے لیے ممکن نہ تھا- اسے لگا کہ جیسے وہ خود سے ہار گیا ہے- اپنا سارا غصہ-اس کی انکھوں میں اتری بغاوت میں ڈھلا دیکھ کر وہ کیا کرتا -اسے لگا جیسے وہ بے بس ہو گیا ہے- اور پری گل اپنی بہادری پہ خود کو دات دیتی بے حد خوش تھی- پری گل نے دیکھا کچھ دنوں سے وہ بہت خاموش تھا- اور نہ ہی غیر ضروری کام کہتا ایک دوست کے ساتھ پری گل نے اسے کوئی بات کرتے سنا تھا وہ اج کل اپنے کام کے حوالے سے پریشان تھا- اس کے الو کے چپس نہیں بک رہے تھے- روز ریڑھی لگاتا اور شام کو خالی ہاتھ لوٹتا -رات کو اس کی چارپائی کی پائنتی پر بیٹھ کر اس کے پیر دباتے ہوئے پری گل کو اس پر بے پناہ ترس ایا -اور پریشان اور اداس اسے دیکھ رہی تھی- اب فیکٹری کی جگہ بوائز کالج کے باہر ریڑھی کیوں نہیں لگاتے؟ وہاں بکری زیادہ ہوگی بلکہ چپس کیوں ساتھ پکوڑے سموسے اور چکن رول کا بھی اضافہ کر لیں- اس کی بات پر علی نے یکلخت اپنے پیر سمیٹ لیے- اور اٹھ کر بیٹھ گیا- اخر یہ خیال اتنے دنوں میں اسے کیوں نہ ایا؟ اور جن دوستوں کو وہ اپنے مسئلے سنا رہا تھا انہوں نے بھی کوئی ایسا عقل کا مشورہ نہ دیا- پری کل کو وہ کم عقل اور بے وقوف سمجھتا تھا لیکن اس نے کتنا کارامد مشورہ دیا -اصل میں اس کے کسی حریف نے فیکٹری میں اس کے کیچپ اور الوں کے متعلق کوئی افواہ اڑا دی تھی -اور اب کوئی اس کی ریڑھی سی چپس نہیں خرید رہا تھا -پری کے مشورے سے اس کا کام چل نکلا- وہ اس کی مددگار تھی ضروری ساما ن گھر میں تیار کرتی -اور پری گل کی باتوں کو وہ اہمیت دینے لگا- اس کے لیے چیزیں خرید کر لانے لگا- اور اس نے دیکھا پری گل اب بہت خوش رہتی ہے- اس کے ساتھ ہسنتی ہے باتیں کرتی ہے اور ہر کام بھی خوشی سے کرتی ہے اس کی پرواہ کرتی ہے- اس کا خیال رکھتی ہے اور اس کے لیے فکر مند رہتی ہے- یہ پری گل کچھ عرصہ قبل والی پری گل سے بالکل مختلف تھی- یہ اعتماد اسے علی کی محبت نے دیا تھا -اس کی دن بدن رنگت کھلتی جا رہی تھی اور ہیرے جیسی چمکتی انکھوں کو دیکھ کر وہ اکثر سوال کرتا ،کہ تم اتنا کیسے بدل گئی ہو؟ اب تمہیں نہ سہیلیوں کی ضرورت ہے -اور نہ ہی تم گھر سے باہر جاتی ہو -نہ میری حکمعدولی کرتی ہو- جس پر وہ مسکرا کر کہتی کہ اپ میرے دوست بن گئے ہیں -پھر یہ تبدیلی کیسے ائی؟ جس روز تم میلے سے واپس ائی تھی میں اس دن ہار مان گیا تھا -مجھے لگا کہ میں اب دوبارہ تم پر کبھی اعتبار نہ کر سکوں گا- سچ کہوں تو پہلے کبھی تم نی مجھے اپنی محبت کا اعتبار دیا ہی نہیں- تو میں اس کی حفاظت کیسے کرتی بلا وجہ کی روک ٹوک پابندیاں ،انسان کو بغاوت پر اکساتی ہیں- پھر وہ ان کے لیے چور راستوں کا انتخاب کرتا ہے -عورت کو زیر کرنے کے لیے محبت سے بڑا کوئی ہتھیار نہیں- ہمارا غصہ روک ٹوک، سختی، پابندیاں مجھے نہیں روک سکتی تھی، لیکن تمہاری محبت نے مجھے باندھ دیا- اور میں محبت سے بغاوت بھلا کیسے کر سکتی ہوں- اچھا تو تم مجھ سے محبت کرتی ہو- اس نے اخری بات اچک کر شوخی سے کہا – نہیں تو وہ برملا کہتی مڑ گئی- لیکن علی پر جو بھید کھل چکا تھا وہ اب اس سے دستبردار ہونے کو تیار نہ تھا- بادلوں نے چاند سے پہرا ہٹایا تو ستارے بھی انہیں دیکھ کر کھلکھلانے لگے –
name,link
Dusri Shadi,https://www.urduzone.net/dusri-shadi/
Rishte Ka Kacha Rung,https://www.urduzone.net/rishte-ka-kacha-rung/
Izat Ki Lalach,https://www.urduzone.net/izat-ki-lalach/
JadoJhad Ki Adhuri Kahani,https://www.urduzone.net/jadojhad-ki-adhuri-kahani/
Mazoor Nasal,https://www.urduzone.net/mazoor-nasal/
Qasoor Kis Ka?,https://www.urduzone.net/qasoor-kis-ka/
Muhabbat kay Rishte,https://www.urduzone.net/muhabbat-kay-rishte/
Rishte Ka Kacha Rung,https://www.urduzone.net/rishte-ka-kacha-rung/
Izat Ki Lalach,https://www.urduzone.net/izat-ki-lalach/
JadoJhad Ki Adhuri Kahani,https://www.urduzone.net/jadojhad-ki-adhuri-kahani/
Qasoor Kis Ka?,https://www.urduzone.net/qasoor-kis-ka/
Aadhori Zindagi ki Khusiyan,https://www.urduzone.net/aadhori-zindagi-ki-khusiyan/
Intaqam Ki Aag,https://www.urduzone.net/intaqam-ki-aag/
Dosti Ka Haq,https://www.urduzone.net/dosti-ka-haq/
Dusri Shadi,https://www.urduzone.net/dusri-shadi/
Mazoor Nasal,https://www.urduzone.net/mazoor-nasal/
Muhabbat kay Rishte,https://www.urduzone.net/muhabbat-kay-rishte/
Aik Din Ki Mohabbat,https://www.urduzone.net/aik-din-ki-mohabbat/
Bhaid,https://www.urduzone.net/bhaid/
Sabaq,https://www.urduzone.net/sabaq/
Apni Jannat,https://www.urduzone.net/apni-jannat/
name,link
Dusri Shadi,https://www.urduzone.net/dusri-shadi/
Rishte Ka Kacha Rung,https://www.urduzone.net/rishte-ka-kacha-rung/
Izat Ki Lalach,https://www.urduzone.net/izat-ki-lalach/
JadoJhad Ki Adhuri Kahani,https://www.urduzone.net/jadojhad-ki-adhuri-kahani/
Mazoor Nasal,https://www.urduzone.net/mazoor-nasal/
Qasoor Kis Ka?,https://www.urduzone.net/qasoor-kis-ka/
Muhabbat kay Rishte,https://www.urduzone.net/muhabbat-kay-rishte/
Rishte Ka Kacha Rung,https://www.urduzone.net/rishte-ka-kacha-rung/
Izat Ki Lalach,https://www.urduzone.net/izat-ki-lalach/
JadoJhad Ki Adhuri Kahani,https://www.urduzone.net/jadojhad-ki-adhuri-kahani/
Qasoor Kis Ka?,https://www.urduzone.net/qasoor-kis-ka/
Aadhori Zindagi ki Khusiyan,https://www.urduzone.net/aadhori-zindagi-ki-khusiyan/
Intaqam Ki Aag,https://www.urduzone.net/intaqam-ki-aag/
Dosti Ka Haq,https://www.urduzone.net/dosti-ka-haq/
Dusri Shadi,https://www.urduzone.net/dusri-shadi/
Mazoor Nasal,https://www.urduzone.net/mazoor-nasal/
Muhabbat kay Rishte,https://www.urduzone.net/muhabbat-kay-rishte/
Aik Din Ki Mohabbat,https://www.urduzone.net/aik-din-ki-mohabbat/
Bhaid,https://www.urduzone.net/bhaid/
Sabaq,https://www.urduzone.net/sabaq/
Apni Jannat,https://www.urduzone.net/apni-jannat/
story_title,paragraph_text
,آپا کیوں رو رو کے خود کو اتنا ہلکان کر رہی ہیں، کر رہے ہیں مجاہد بھائی دوسری شادی ،تو کر لینے دیں- خود ہی مرغا بن کے توبہ نہ کریں، تو پھر کہنا- صوفے پر لیٹے ہوئے مزے سے پوپ کارن کھاتے ہوئے اس نے آپا کو مشورے سے نوازا- جانے کب سے اماں کے پہلو سے لگی مجاہد کی دوسری شادی کا رونا رو رہی تھیں- مجاہد کی جگہ اگر اعظم ہوتا نا ،تو پھر تم سے پوچھتی- آپا نے روٹھے ہوئے لہجے میں کہا. انہیں ناجیہ کا مشورہ بالکل پسند نہیں- قسم لے لیں آپا جو منع کروں بلکہ اعظم ارادہ تو باندھے- ایمان سے ساری رسمیں کرواؤں گی ،اپنے ہاتھوں سے دلہن سجاؤں گی ان کی- اس کے چہرے پر ایک شکن تک نہیں آئی تھی- سچ کہہ رہی ہو اندر اتے اعظم نے اس کی بات سن لی -اور فورا تصدیق چاہی- 100 فیصد، وہ صوفے پر اس کے لیے جگہ بناتے ہوئے بولی- اور اماں اسے گھورتی رہ گئی دیکھ لو پھر تم مکر نہ جانا -اعظم نے جیسے بات پکڑ لی تھی -کبھی نہیں، وہ اس قدر اعتماد سے بولی کہ راشدہ بھی اپنا غم بھول کر اسے دیکھنے لگی- ناجیہ ذرا میرے ساتھ کچن میں آنا -اماں نے اسے حکم صادر کیا- ان کے پیچھے وہ کچن پہنچ گئی ،پاگل ہو گئی ہو تم کچن میں داخل ہوتے ہی اماں اس کی طرف تیزی سے پلٹی تھی کہ وہ اچھی خاصی گھبرا گئی- توبہ امی دل نکال لیا میرا آپ نے- وہ دل پر ہاتھ رکھتے ہوئے بولی تمہیں سنبھال رہی ہوں، تمہارا دل نہیں نکال رہی سمجھھی- امی کو غصہ آ گیا -غضب خدا کا شوہروں کے سامنے کوئی ایسے دھڑلے سے شادی کی بات کرتا ہے- ہاں تو امی سچ کہہ رہی ہوں میں شریعت کو سمجھتی اور مانتی ہوں – ایسا نہیں کروں گی کہ آپا کی طرح رو رو کے سارے خاندان نے اپنے شوہر کا نام خراب کروں- وہ کچھ دیر پہلے فرائی کیے شامی کباب اٹھا کر کھانے لگی- شریعت کو سمجھتی تو یہ نہ کہتی- اماں نے پلیٹ اس کے سامنے سے اٹھا لی -شریعت میں صاف ہدایت ہے کہ عورت کی عزت، کردار دیکھ کر اسے پسند کیا جائے- نہ کہ اس کی ظاہری حسن اور دکھاوے سے- اور یہ بھی واضح ہے کہ سب کے حقوق برابر دیے جائیں کسی کی خاطر کسی کو حقیر نہ جانا جائے- اور ادھر مجاہد ابھی سے ساری ساری رات گھر سے باہر گزارنے لگا ہے- خرچے میں راشدہ بیچاری کو تنگ کر رہا ہے – بچوں تک سے ملنے کا وقت نہیں رہا اس کے پاس- اماں بس بولتی چلی گئی ،ایسا ہے کیا ؟ناجیہ کو افسوس نے آ گھیرا- اور نہیں تو کیا وہ چائے کپوں میں ڈال کر ٹرے میں رکھتے ہوئے بولی- اور اب بھول کر بھی کبھی شوہر کے سامنے اس طرح کی بات مت کرنا- مرد کا دماغ گھومتے دیر نہیں لگتی- کچھ الٹا سیدھا ہو گیا تو روتے ہوئے میرے پاس مت آنا – اماں یہ کہہ کر کچن سے چلی گئی اور وہ ان کے پیچھے سر جھٹکتی چلی گئی -عدیل اعظم کا جگری دوست تھا اور کولیگ بھی، اکثر رات کو کھانے پر ان کی طرف آ جاتا تھا اور وہ دونوں بھی اس کے ساتھ کو خوب انجوائے کرتے تھے- بھابی ذرا نظر رکھا کریں اعظم پر – آفس میں بہت خوبصورت سٹاف بھرتی ہوا ہے -وہ کھانا لگا رہی تھی کہ عدیل نے شریر لہجے میں اعظم کی طرف دیکھتے ہوئے اسے چڑانے کے لیے کہا -نظر رکھ کر کیا کرنا ہے عدیل بھائی- ناجیہ مسکراتے ہوئے بولی -دیکھ لیں بھابھی پھر ہاتھ ملتی نہ رہ جائیں – یہ نہ ہو اعظم دوسری بھابی کا بندوبست کر لیں اور اپ کو خبر ہی نہ ہو -عدیل نے مزید وضاحت کی -بکو مت اعظم نے اس کے کندھے پر مکا جڑ دیا- رہنے دیں شوق کرنے دیں پورا ان کو ،مشکل ہو جائے گی مجھے کیا پرابلم ہونی ہے- ناجیہ نے ناک پہ سے مکھی اڑائی- دیکھا میری بیوی کی طرف سے کھلی اجازت ہے تم اپنی فکر کرو اعظم مسکراتے ہوئے بولا – تو تو واقعی لکی ہے یار – بھابھی آ پ کو ماننا پڑے گا- وہ نازیہ کی طرف دیکھتے وقت بولا – ویسے اس میں میرا کوئی کمال تو نہیں کیونکہ یہ تو مرد کا حق ہے- لیکن پھر بھی شکریہ- ناجیہ تعریف قبول کرتے کچن کی طرف بڑھ گئی- کیا خیال ہے ذرا بھابی کو آزمایا نہ جائے؟ وہ فورا شرارت سے اعظم کی طرف جھکا-کیا مطلب؟ ویسے یار اعظم عدیلہ ہے بڑی قاتل چیز- وہ اچانک ہی بولا- عدیل نے کچھ سوچ کر اعظم کوآنکھ سے اشارہ کرتے ہوئے کہا اور نازیہ کو دیکھ کر خاموش ہو گیا- نازیہ نے نا سمجھی سے اعظم کو دیکھا لیکن اسے کھانا کھاتے دیکھ کر وہ سر جھٹک گئی -اس کا خیال تھا اعظم خود ہی سے اسے عدیلہ کے حوالے سے بتا دے گا- کیونکہ وہ کوئی بات اس سے نہیں چھپاتا تھا- عدیل چلا گیا اعظم افس کا کام لے کر بیٹھا تو وہ کچن صاف کرنے آ گئی-عدیل بھائی کس کی بات کر رہے تھے، برتن دھوتے ہوئے دماغ میں یہ بات اٹکی رہی- بار بار اس کی دوسری شادی کا ذکر کر کے تم نے اسے یہ ادراک دے دیا ہے کہ وہ اس معاملے میں آزاد ہے اور تم بھی اس کے ساتھ ہو- تو رنگ بدلتے دیر نہیں لگے گی اعظم کو، آ ج کل تو ویسے ہی مرد کے لیے کتنی چوائسسز ہیں- اگر آفس میں کوئی لڑکی دل کو بھا گئی تو اعظم ذرا دیر نہیں لگائے گا ،اسے اپنا لے گا -اماں کی آواز نے ایک دم ہی اس کا دل بوجھل کر دیا اس نے بد دلی سے کام کیا اور کمرے میں آ گئی- اعظم کسی سے موبائل پر بات کرتے ہوئے مسکرا رہے تھے اسے اندر آتا دیکھ کر فورا اللہ حافظ کہہ کر کال بند کر دی –
